index,Coef.,Std.Err.,z,P>|z|,[0.025,0.975],ch_name,Condition,Significant,P_fdr,SIG
ch_name[S10_D20 hbo]:Condition[W],9.982070307305286e-08,8.546280684303891e-08,1.1680016929046535,0.24280608202510046,-6.768332035700673e-08,2.6732472650311246e-07,S10_D20 hbo,W,False,0.8752826851261408,False
ch_name[S10_D22 hbo]:Condition[W],1.566748357715209e-07,8.54628068430389e-08,1.8332516981248943,0.06676514889224537,-1.082918765853867e-08,3.2417885920158047e-07,S10_D22 hbo,W,False,0.5713854602871231,False
ch_name[S10_D30 hbo]:Condition[W],-5.258979099924668e-07,3.0629487596391913e-07,-1.716966071787686,0.08598537131252895,-1.1262248355309115e-06,7.442901554597794e-08,S10_D30 hbo,W,False,0.659221180062722,False
ch_name[S11_D19 hbo]:Condition[W],-1.357607584723656e-08,8.54628068430389e-08,-0.15885361537645726,0.8737842061105212,-1.810800992772961e-07,1.53927947582823e-07,S11_D19 hbo,W,False,0.9961529137320693,False
ch_name[S11_D21 hbo]:Condition[W],1.5076472365401737e-09,8.54628068430389e-08,0.01764097497182746,0.985925268455043,-1.6599637619351938e-07,1.6901167066659973e-07,S11_D21 hbo,W,False,0.9961529137320693,False
ch_name[S11_D23 hbo]:Condition[W],-3.138349238118628e-08,8.546280684303888e-08,-0.3672181331327586,0.7134563144777334,-1.9888751581124582e-07,1.3612053104887324e-07,S11_D23 hbo,W,False,0.9760294562371966,False
ch_name[S12_D20 hbo]:Condition[W],-2.9231568997726724e-08,8.54628068430389e-08,-0.3420384852490682,0.7323219299555359,-1.9673559242778629e-07,1.3827245443233283e-07,S12_D20 hbo,W,False,0.9916176267940827,False
ch_name[S12_D21 hbo]:Condition[W],8.153804878771002e-09,8.54628068430389e-08,0.09540764199034898,0.9239910463393557,-1.5935021855128857e-07,1.7565782830883055e-07,S12_D21 hbo,W,False,0.9961529137320693,False
ch_name[S12_D22 hbo]:Condition[W],4.861149836538182e-08,8.54628068430389e-08,0.5688029700997507,0.569489858824326,-1.1889252506467774e-07,2.1611552179544137e-07,S12_D22 hbo,W,False,0.9441133410853934,False
ch_name[S12_D24 hbo]:Condition[W],2.91619822972463e-08,8.54628068430389e-08,0.34122425151335406,0.7329347676304089,-1.3834204113281326e-07,1.9666600572730586e-07,S12_D24 hbo,W,False,0.9916176267940827,False
ch_name[S13_D21 hbo]:Condition[W],1.2139021247134028e-09,8.54628068430389e-08,0.014203864459341442,0.9886673369057899,-1.6629012130534614e-07,1.6871792555477297e-07,S13_D21 hbo,W,False,0.9961529137320693,False
ch_name[S13_D23 hbo]:Condition[W],-2.8664389780862716e-08,8.54628068430389e-08,-0.33540192324256063,0.737321917361657,-1.9616841321092227e-07,1.3883963364919685e-07,S13_D23 hbo,W,False,0.9924899476922217,False
ch_name[S13_D24 hbo]:Condition[W],-2.7947038945141102e-08,8.546280684303891e-08,-0.32700820365599115,0.7436616804164664,-1.954510623752007e-07,1.3955698448491848e-07,S13_D24 hbo,W,False,0.9924899476922217,False
ch_name[S13_D25 hbo]:Condition[W],3.777913336189528e-09,8.54628068430389e-08,0.044205350558261546,0.9647407170957802,-1.6372611009387004e-07,1.7128193676624908e-07,S13_D25 hbo,W,False,0.9961529137320693,False
ch_name[S13_D31 hbo]:Condition[W],1.5936142051338917e-07,3.062948759639191e-07,0.5202875823889448,0.6028631494644807,-4.4096550502505546e-07,7.596883460518337e-07,S13_D31 hbo,W,False,0.9441133410853934,False
ch_name[S14_D22 hbo]:Condition[W],-2.3151879148800864e-08,8.54628068430389e-08,-0.27090005587251115,0.7864679020522733,-1.906559025788604e-07,1.443521442812587e-07,S14_D22 hbo,W,False,0.9961529137320693,False
ch_name[S14_D24 hbo]:Condition[W],4.8261011084050356e-08,8.546280684303888e-08,0.5647019196629781,0.5722765283092706,-1.1924301234600917e-07,2.157650345141099e-07,S14_D24 hbo,W,False,0.9441133410853934,False
